3631.796,2931.507813,2882.366211
3631.896,2931.587158,2882.430908
3631.996,2931.666016,2882.495361
3632.097,2931.745117,2882.559814
3632.196,2931.824219,2882.624512
3632.293,2931.903564,2882.689941
3632.393,2931.983643,2882.756592
3632.495,2932.064209,2882.823975
3632.596,2932.145752,2882.893311
3632.696,2932.228027,2882.963867
3632.79,2932.311523,2883.036377
3632.895,2932.395752,2883.110107
3632.996,2932.481445,2883.186035
3633.086,2932.568359,2883.263916
3633.195,2932.656006,2883.342773
3633.295,2932.744385,2883.422852
3633.394,2932.833984,2883.504639
3633.495,2932.925049,2883.588867
3633.596,2933.016846,2883.673828
3633.695,2933.110107,2883.76123
3633.796,2933.20459,2883.849854
3633.896,2933.299316,2883.939209
3633.995,2933.39502,2884.030273
3634.096,2933.491211,2884.121582
3634.199,2933.587402,2884.213623
3634.294,2933.684082,2884.306152
3634.397,2933.781006,2884.39917
3634.496,2933.877441,2884.492432
3634.59,2933.973877,2884.585449
3634.695,2934.069824,2884.678223
3634.791,2934.165039,2884.770508
3634.895,2934.259033,2884.861816
3634.994,2934.351807,2884.952148
3635.094,2934.443848,2885.041504
3635.196,2934.533691,2885.12915
3635.296,2934.622559,2885.21582
3635.396,2934.70874,2885.300293
3635.494,2934.793945,2885.383301
3635.596,2934.876465,2885.464111
3635.695,2934.955566,2885.541504
3635.792,2935.033447,2885.617432
3635.895,2935.107666,2885.690186
3635.996,2935.177979,2885.759033
3636.095,2935.246338,2885.825928
3636.196,2935.311768,2885.889648
3636.297,2935.315918,2885.893799
3636.395,2935.315918,2885.893799
3636.497,2935.315918,2885.893799
3636.596,2935.315918,2885.893799
3636.695,2935.315918,2885.893799
3636.795,2935.315918,2885.893799
3636.895,2935.315918,2885.893799
3636.99,2935.315918,2885.893799
3637.095,2935.315918,2885.893799
3637.196,2935.315918,2885.893799
3637.295,2935.315918,2885.893799
3637.394,2935.315918,2885.893799
3637.496,2935.315674,2885.893799
3637.597,2935.315674,2885.893799
3637.695,2935.315674,2885.893799
3637.793,2935.315674,2885.893799
3637.896,2935.315674,2885.893799
3637.995,2935.315674,2885.893799
3638.094,2935.315674,2885.893799
3638.195,2935.315674,2885.893799
3638.293,2935.315674,2885.893799
3638.394,2935.315674,2885.893799
3638.494,2935.315674,2885.893799
3638.596,2935.315674,2885.893799
3638.696,2935.315674,2885.893799
3638.796,2935.315674,2885.893799
3638.882,2935.315674,2885.893555
3638.996,2935.315674,2885.893555
3639.095,2935.315674,2885.893555
3639.195,2935.315674,2885.893555
3639.295,2935.315674,2885.893555
