3618.596,2922.708252,2873.132324
3618.696,2922.708252,2873.132324
3618.794,2922.708252,2873.132324
3618.896,2922.708252,2873.132324
3618.992,2922.708252,2873.132324
3619.096,2922.708252,2873.132324
3619.196,2922.708252,2873.132324
3619.3,2922.708252,2873.132324
3619.395,2922.708252,2873.132324
3619.496,2922.708252,2873.132324
3619.596,2922.708252,2873.132324
3619.696,2922.708252,2873.132324
3619.795,2922.708252,2873.132324
3619.896,2922.708252,2873.132324
3619.996,2922.708252,2873.132324
3620.095,2922.708252,2873.132324
3620.194,2922.708252,2873.132324
3620.297,2922.708252,2873.132324
3620.396,2922.708252,2873.132324
3620.495,2922.708252,2873.132324
3620.596,2922.708252,2873.132324
3620.696,2922.708252,2873.132324
3620.793,2922.708252,2873.132324
3620.895,2922.708252,2873.132324
3620.995,2922.746582,2873.182617
3621.09,2922.79126,2873.238525
3621.196,2922.840576,2873.297119
3621.295,2922.892334,2873.357666
3621.395,2922.948242,2873.421143
3621.496,2923.008057,2873.487793
3621.595,2923.071045,2873.556885
3621.696,2923.135498,2873.627197
3621.795,2923.203125,2873.700439
3621.895,2923.272705,2873.775146
3621.996,2923.345459,2873.852539
3622.094,2923.419678,2873.931396
3622.196,2923.496094,2874.012207
3622.296,2923.573975,2874.094238
3622.396,2923.65332,2874.177734
3622.496,2923.734131,2874.262695
3622.596,2923.815918,2874.348389
3622.693,2923.898193,2874.434814
3622.795,2923.981445,2874.522217
3622.894,2924.064697,2874.609619
3622.996,2924.148193,2874.69751
3623.095,2924.231689,2874.7854
3623.196,2924.314941,2874.873047
3623.295,2924.397705,2874.960449
3623.395,2924.479736,2875.047607
3623.493,2924.560791,2875.133789
3623.596,2924.640869,2875.219482
3623.693,2924.719238,2875.303711
3623.793,2924.796631,2875.387207
3623.896,2924.87207,2875.469238
3623.994,2924.945313,2875.550049
3624.096,2925.016846,2875.62915
3624.196,2925.086426,2875.707031
3624.295,2925.154541,2875.783936
3624.395,2925.219727,2875.859131
3624.493,2925.282471,2875.932373
3624.596,2925.342529,2876.00415
3624.692,2925.399658,2876.074219
3624.796,2925.455566,2876.143555
3624.895,2925.509033,2876.21167
3624.995,2925.561035,2876.278809
3625.096,2925.610352,2876.344971
3625.195,2925.658691,2876.410889
3625.296,2925.705566,2876.47583
3625.396,2925.751709,2876.540771
3625.494,2925.797119,2876.605469
3625.596,2925.842529,2876.67041
3625.696,2925.888672,2876.735596
3625.795,2925.935303,2876.80127
3625.896,2925.983887,2876.867676
3625.996,2926.033203,2876.93457
3626.095,2926.085449,2877.003174
3626.19,2926.141113,2877.073242
3626.297,2926.198242,2877.144775
3626.395,2926.258789,2877.217773
3626.496,2926.32251,2877.293213
3626.595,2926.389893,2877.371094
3626.695,2926.458984,2877.449951
3626.794,2926.532227,2877.531982
3626.896,2926.608887,2877.616455
3626.995,2926.687744,2877.702393
3627.095,2926.770508,2877.791748
3627.196,2926.855469,2877.882568
3627.293,2926.944336,2877.976563
3627.395,2927.036621,2878.073242
3627.496,2927.130127,2878.170898
3627.591,2927.226807,2878.271484
3627.696,2927.326172,2878.373779
3627.795,2927.427002,2878.477539
3627.893,2927.530518,2878.583496
3627.996,2927.635742,2878.690918
3628.096,2927.743164,2878.800049
3628.194,2927.851807,2878.910156
3628.295,2927.962402,2879.021729
3628.394,2928.074463,2879.134277
3628.493,2928.186768,2879.247314
3628.596,2928.300293,2879.361084
3628.696,2928.414307,2879.475098
3628.791,2928.529053,2879.589355
3628.896,2928.644043,2879.703857
3628.996,2928.759033,2879.817871
3629.092,2928.874023,2879.931641
3629.196,2928.98877,2880.044922
3629.296,2929.103027,2880.157471
3629.39,2929.216553,2880.268799
3629.496,2929.329102,2880.378906
3629.596,2929.440674,2880.487793
3629.695,2929.55127,2880.594971
3629.796,2929.660645,2880.701172
3629.896,2929.769531,2880.806396
3629.997,2929.876221,2880.908691
3630.095,2929.980713,2881.008301
3630.193,2930.083984,2881.106689
3630.296,2930.185303,2881.202148
3630.396,2930.285156,2881.295654
3630.497,2930.382813,2881.386475
3630.596,2930.479248,2881.475586
3630.695,2930.573242,2881.561768
3630.796,2930.665283,2881.645264
3630.896,2930.756592,2881.727295
3630.995,2930.845215,2881.806152
3631.096,2930.932861,2881.883301
3631.195,2931.018555,2881.95752
3631.293,2931.102539,2882.029541
3631.393,2931.185303,2882.099365
3631.496,2931.26709,2882.168213
3631.595,2931.3479,2882.235107
3631.695,2931.428223,2882.30127
